facebook_corpus_msr_300449,"आजतक का सबसे बकवास न्यूज ।।

सरकार सबका साथ सबका विकास के लिए काम कर रही है।",OAG
facebook_corpus_msr_233520,Kyunki jyadatar netaon ke pas Levi ke paise ka kamition pahunchata hai... Kuch netaon ke pale huye hain .. Warana inka khufiya tantra desh ke intelligence bureau SE strong kaise hai,CAG
facebook_corpus_msr_2260870,Acche logon ko Modi G k sath aana hi chahiye.,NAG
facebook_corpus_msr_394514,"💥India's No.1 Home Job💥 🌟earn money without any investment 🌟multi level networking  🌟work daily 2 hours per day earn rs 500 to 1000rs daily 🔥life changing oppurtunity ✍type ""JOIN"" and send to my whatsapp no +918444867178",NAG
facebook_corpus_msr_399572,Sanjoy Debnath apne ap ko hosla dy skty ho...  I proud on pak army... Pak zindabad,NAG
facebook_corpus_msr_748231,Jai bhim....,NAG
facebook_corpus_msr_373633,"मोदी के भाजपा दफ्तर में "" निंदा "" की खेती होती है क्या?",CAG
facebook_corpus_msr_323796,Safaayi hi karni hai to India me Karti pagli kahin ki,CAG
facebook_corpus_msr_349862,हाहाहाहा😂😂😂 सही कहा। मोदी भी कांग्रेस की देंन है। कांग्रेस ना होती तो बीजेपी न होती।,CAG
facebook_corpus_msr_350042,"Connect to Digital India
अब RS 15000-50000/महीना कमायें. 100% Free कंपनी गवर्नमेंट से register Hai और 

कम्पनी आपको हर माह आपके बैंक एकाउंट मे रूपया देगी... बस 

आप इस whatsApp no. +918291050056
 पर ""JOIN"" लिख कर send कीजिए.",NAG
facebook_corpus_msr_336667,56 इंच के सीने वाला पाकिस्तान को आतंकी राष्ट्र घोषित नहीं करेगा इसलिए मैं पाकिस्तान को आतंकी राष्ट्र घोषित करता हूं,OAG
facebook_corpus_msr_1737113,Kameenon ka Jhund,OAG
facebook_corpus_msr_383108,Modi ji aap kya kar rahe hai ye sab kab tak chalega aap unko jawab dilawao unko bas chunaw jitane nahi hoga,CAG
facebook_corpus_msr_656217,Rifa Ali Khan bara soch tume he mubarak ho ...,NAG
facebook_corpus_msr_402622,"Sale kute kamine,Modi jee ka Bal bhi banka nahi karpayega,ab dekh Yogi jee tera kiya hasra kartehain.",OAG
facebook_corpus_msr_1423705,"कल्याण सिंह ने कहा, जय श्रीराम के नारे लगाने में क्या खराबी है",NAG
facebook_corpus_msr_496664,50%coup Kashmir Mae unarmed people ko to control nai Kr skti!!!,CAG
facebook_corpus_msr_351597,"in kutto ko zinda hi kaat k fek denge,,,,,,jai hind",OAG
facebook_corpus_msr_857710,तोहरे मिलले से कुछ ना होइ,CAG
facebook_corpus_msr_475191,Jinke paas aaj ki date me h wo kyaa karenge,CAG
facebook_corpus_msr_1525421,"Kn mc e fasla diya h ||||||

गौ माँस मे प्रोटीन उसी को नज़र आता है।।।
जिसको अपने माँ बहन मैं सनी लियॉन दिखती है।।।।।।।।।।।।

इसलिए इससे बैंड करे और अगर मा बहन मैं  सनी लियोन दिखती हैं तो खाये।।।।।      ye  Muslim supporter court hai",OAG
facebook_corpus_msr_407544,"Chal be RANDI ki NASAL 
Pehle india me KOTHEY chek kar lo clubs are kothey",OAG
facebook_corpus_msr_1946867,"अबे ओ भोसरी के ,तु अपनी गांड मारा मौलाना नही तो तेरे दाढ़ी में आग लगा दूंगा। साले मिआ लोग सुघरेंगे नही गांडू",OAG
facebook_corpus_msr_337452,Shukar hai ap main faisla lene ki himmat to hai,NAG
facebook_corpus_msr_360074,Chutiye sutra Hai hakiqat Nahi.... Media to vese bhi modi ki tareef karti Hai tabhi world me 136 very number par Ayi Hai....,OAG
facebook_corpus_msr_1805482,Bas kar bhosdike maadarchod buddhe.....BJP ke agent maakeloude,OAG
facebook_corpus_msr_397551,"India to khod tabah o barbaad hey, Pakistan q tabah karega,,,,aik Pakistan k naam sy hee India ki phatti hey,,,jhooti news phelana to India ka mashgalla hey...",OAG
facebook_corpus_msr_1418845,"ब्लैकमनी वापस लाने की सही दिशा में आगे बढ़ रहे हैं हम : पीएम नरेंद्र मोदी
http://t.co/XTT5erJ8YC",NAG
facebook_corpus_msr_329714,Jab hindustan gulam tha...tab bhi aise hi log they jo british ko support karte they...isiliye to hindudtan ko azad hone me 200 sal kag gaye...,CAG
facebook_corpus_msr_404023,"Pathan ka war hali nahi jata singh chor 25 us din mary hain new k liye ready hojao  moot peny wali qoom ho tum mujahido se fight karna tumhary bas ki bat nahi doob kar mar jay indus ki army 8 lakh fooj 500 mujahido ka kuch nahi bigar sakti balky khud hi mar rahy hain wo wakat door nahi jab hum sary gurdwary gita de gay aur lahore ma jo hai pak army any wali hai usko b bom laga de gay 
Baghat Singh kutty ko inti mar mari thi bhool gay ho narag ma gaya hai

Shaheed Burhan wani ne india army k 6aky chora diye thay moot nikal gya tha beta tiyar ho jao next hamly k liye",CAG
facebook_corpus_msr_671910,Baba chandra ki jai,NAG
facebook_corpus_msr_1305222,aur india mein khule aam pakistan ki jhande lehrate hai,OAG
facebook_corpus_msr_365314,अभी तो बस बीजेपी राज्य के इलेक्शन जीतने में ही लगी है आए दिन हमारे जवान शहीद हो रहे हैं ऐसा लगता है बीजेपी राज्य जीत रही है मगर देश हार रहा है और इसमें मीडिया वाले बस करो यार,OAG
facebook_corpus_msr_400235,"मलाला युसुफ जई को माथे पर गोली मारा जिससे मुसलमान औरते तालीम हासिल नहीं करें और केवल मुसलमान मर्दो की हवस मिटाती रहे  ...

शिया,सुन्नी, कुर्द,यजीदी,बलूच,रोहिंग्या एक दूसरे की लड़कियों का बलात्कार और एक दूसरे को मार रहे हैं...

यही हालात पाकिस्तान और काश्मीर की है जहाँ अलगाववादी,हुक्मरान स्कूल बन्द कर रहे हैं, जिन्दिगियाँ बर्बाद हो रही हैं, लेकिन हुक्मरानों और अलगाववादियों के बच्चे विदेशों में आलीशान बँगले,होटल बनाकर रह रहे हैं और गरीब,बेरोजगार मुसलमानों के लड़के आतंकवादी संगठन के स्लीपर सेल बनकर अपने ही मुल्क को बर्बाद कर रहे हैं ...

विदेशों में बैठकर गुलामी कर रहा मुसलमान अपनी अय्याशी के लिये बीवी को मोबाइल से बिना ग्वाह और बिना सबूत के 

तलाक... तलाक  ... तलाक 

और मुसलमान औरत बच्चों को लेकर इंसाफ के लिये अदालतों के चक्कर लगाती है और तलाकशुदा मुसलमान औरत को कोई सहारा नही देता है ...

इराक और सीरिया में जिन्दिगियाँ बर्बाद हो रही हैं स्कूल बन्द हैं और छोटे छोटे बच्चों को अब्बू  गोद में लेकर दफना रहे हैं आई.एस. आई.एस.को ईसाई देशों ने डालर का लालच देकर गरीब, बेरोजगार मुसलमानों को आतंकवादी बनाकर पूरी दुनिया मे मानवता को शर्मशार कर रहे हैं ...

ईराक,सीरिया के मानवो पर ईसाई देश अपने हथियारों का परीक्षण कर रहे हैं ...",OAG
facebook_corpus_msr_394655,Tera baap bhi pita tha.  Jab wah Hindu tha.....ab muglo ka Lund chuss ta hoga,OAG
facebook_corpus_msr_1946789,Bas yahi to gardbard ha azan nahi karayee to esse koi farq nahi pardta muslim cm hota to kya bhajan keertan karta har jegeh dharm dharm bas yahi karte raho aur kaho k ham to asli anuyaee hein huzoor s a w ke shehdai hein,OAG
facebook_corpus_msr_2179585,Moinak Saha jawab  do,NAG
facebook_corpus_msr_405550,"Arey tu Randi ki aulad aur suar ki pesab se paida h.. .aur tere navi ki bahen ki bhosdi me suar ka Lund gya tha. ...tab se tere Allah bhosdi bale ne kah diya ki suar se nafrat Kro. ..tum chinaal ki aulad Ho. ..
Tere Allah bhosdi ka.. 
Tab kha gya jab Mene masjid girayi. 

Arey tu Konsa katua h 
Tere Allah ki ladki ki chut me Mara hua sap paida hua tha. ...",OAG
facebook_corpus_msr_374248,"Lekin dono tarf se koshish kar ni hogi bhai.
Ap or ham saruat kar chuke he bhai .Inshaallah  wo din bhi ayga...",CAG
facebook_corpus_msr_386702,"भारतीय मीडिया को मिला दलाली का प्रमाण
विश्वसनीयता पर 180 देशों में 136 वां स्थान !
Aree hijdo sharm kro...puri duniya me tumhari thoo-thoo ho rahi hai 
Kam se kam ab to modi yodi ko chhodkar desh ki tarakki ki baat kro
#bycottindianmedia",CAG
facebook_corpus_msr_1946945,Tum molana logo ka cm ke shuddhi karan se kya matlab unki marji wo jaisa chahe waise kre,CAG
facebook_corpus_msr_355946,Hahah Arshad Ali Khan Mard Bano In Hindhuo se mat daro jo Such Apko Nhi Dikh rha Hai mere bhai Apko pata Indian army bhook se mr rha hai wo kya Surgical Strike Krega Jummu Kashmir me indian army itna zulm kr rha hai Such me andhy hogye ho jo ye sb kuch nazr nhi aata,CAG
facebook_corpus_msr_1724189,सही है बन्द करवाओ ये नोटंकी,OAG
facebook_corpus_msr_368416,"Aap nahi toot rahi hai, per ABP ki hawa chhot..............",CAG
facebook_corpus_msr_409186,"Rakhi sawant ko 
bulate ho 
India Tv WALO ........

New dikhao wahi 
behtar hoga ....

Drama jyada dikhate ho 

koi nhi Dekhe ga 
tumhara 
chanal .....

Maine kal se dekhna band 
kar diya ::::----':::::",OAG
facebook_corpus_msr_1490585,Mantri post jane ke sadme me bakhchoiyan kar raha hai. Isko ilaj ke sakht jaroort hai...Agra bhejo isko,OAG
facebook_corpus_msr_394974,"Yasir Tum jsi bhasa bolne vale agr 1 bap k h to Indian army k samne aao
Dal aate ka Pta chl jaega",CAG
facebook_corpus_msr_374302,"Kya NDA govt me chudia pehan rakhi hai?. Defence minister hai nahi,Home minister sirf Kadi nindha karts hai.PM faltu bhashan baazi mein busy hai.Agar Kashmir aur Location par yahi hota raha to BJP 2019 ko bhool jaye.BJP aur Congress mein koi difference nhi,ek hi thaili ke chatte bhatte hai",CAG
facebook_corpus_msr_1041523,"गुरु नानक जयंती की छुट्टी के बाद देशभर के सभी बैंक आज फिर से खुलने जा रहे हैं, लेकिन बैंकों और एटीएम के बाहर लोगों की लंबी कतार बीती रात से ही लगने लगी थी.",NAG
facebook_corpus_msr_349787,itna asan thodi hota hai.......war bhi ho sakati hai....aur uske baad aur bhi soldiers mare jayege........civilians ka kya hai...mu phaaaaaaaaaad ke bol dete hai.....war start kro......jo jo bolta hai...usse border pe guns pakadha ke bhej do......ratan noore ki tarah.,CAG
facebook_corpus_msr_350286,जवानो को 7 वेतन के नाम से फूटी कौडी तक नही दी।,CAG
facebook_corpus_msr_468137,Achaa  hai ye mahine  sab ke saving karva de modiji ne,CAG
facebook_corpus_msr_360346,Khne ka ookad Nani or goli Bari ke bath larte ho,CAG
facebook_corpus_msr_470776,beta nalayak ho to bhudi maa ko bank jana pad ta hai,CAG
facebook_corpus_msr_386879,Pehle un congresiyo ko maro jo bjp me ghuse h,CAG
facebook_corpus_msr_451794,Yeh jo b bol rha hai koi toh lung hai usme bol rha hai mat lena bike mat lena bike lol,NAG
facebook_corpus_msr_1261694,उपहार तेरे पास ही रख किसी को देने को काम आयेगा साले,OAG
facebook_corpus_msr_350160,vaise aaplog kbi bjp ko support kr bhi nahi skte .......................byeeeeee bhagwan sadbuddhi de,CAG
facebook_corpus_msr_1731590,Laloo laloo aloo pak gaya...,OAG
facebook_corpus_msr_747709,रो मत ।,OAG
facebook_corpus_msr_349961,"Tumhi kay kel yevdya diwas agodar bgha mg,modi na vicgara????????",CAG
facebook_corpus_msr_1947166,बस आप मुझे याद कारलो ये ही काफी हे आपके लिये सर जी,CAG
facebook_corpus_msr_1176738,Aap kya jhank mar rhe they,OAG
facebook_corpus_msr_326968,1 soldier pr BC to rhe hen ab tk haxaro Kashmiryo ko maaar chuke he,OAG
facebook_corpus_msr_399404,Chup ker kya . ghusssss ker mara a. Jo tum log movies may kerte ho hum real may kerte hain.,CAG
facebook_corpus_msr_347718,"बेड़ियाँ  अब  काट  दो 
🏇🏇🏇🏇🏇🏇🏇🏇

मेरी साँसों में उठता बवंडर,
सपनों में दिखता है खंडहर,
बिना बोले ही महादेव हर हर,
हमारा शौर्य बिखरता झर झर।

जो मौत से कभी न डरते,
बिना लड़े बेचारे मरते,
भारत माँ के आँसू झरते,
आततायी खुले विचरते।

कड़ी निन्दा के पन्ने फाड़ दो,
आततायी! जहाँ मिले उसे गाड़ दो,
उनके सारे कैम्प उजाड़ दो,
उनकी पूरी बस्ती झाड़ दो।

ना करो आश्वासनों के अब कोई छल,
यदि सैन्य बल का गिरेगा आत्म बल,
तो पूरा देश होगा निर्बल,
अशान्ति की होगी दलदल।

अब फैंक दो तुम सारे माइक्स,
कर दो सर्जिकल स्ट्राइक्स,
इतनी अपनी हवा बनादो,
दौड़ें केवल अपनी बाइक्स।

जय हिन्द।",CAG
facebook_corpus_msr_917637,जब पैसे रद्दी हो गये तो य बेतुका क़ानून किसलिए? और कुछ काम धंधा नहीं बचा?,OAG
facebook_corpus_msr_2260846,"Owaisi ko bana do PM tum log. Tumhare liye toh wahi allah ka maseehah hoga. Saalo sharm karo, poori duniya thook rahi hai, ab bhi gawaro wali zid pe kyu ade ho. Desh se pehle Dharm ko mat laao yaar. Please ! haath jodkar vinti hai aapse !",OAG
facebook_corpus_msr_402580,Ja budhhe jaldi ja hum bhi yahi wait kar rahe ki tum kuch anab sanab bako phir pito,OAG
facebook_corpus_msr_2081682,Arey wo aisa aadmi hai PM banne k Baad bhi dharne pe baithega! Kahega abh UN k khilaaf Jantar mantar pe dharna duga😂😂,CAG
facebook_corpus_msr_360198,yoho india ne badla le liya pakistan se bht khusi hui modi g youَ r our lord  😄😄😄,CAG
facebook_corpus_msr_373570,Ek aur jumla modi sarkar har jagah flop sabit Ho gayi hai aur gulam aur bikau media ab bhi modi ke talwe chatne main lagi hai. Thuu hai dono par,OAG
facebook_corpus_msr_979336,Kahani saaf iss leftist ravish ka .jahan bjp modi virodhi yeh unke saath .matlab saaf .itni nafrat modi bjp k liye .kya journalism ho rahi modi ko nunga or badnaam karne k liye .jawab nahi rndtb ka .khudh rajniti mein aa jayo .,OAG
facebook_corpus_msr_322840,Betya ye Pakistan 🇵🇰 ha India ka mom k gar nahi,CAG
facebook_corpus_msr_402780,"Mr.khan aap bura na mane to........
Ak glass acid peee k mar jayiye",OAG
facebook_corpus_msr_1945584,Teri okaadh kya hai,OAG
facebook_corpus_msr_383057,"वो मेरे पुरखों की जागीर,
करांची , लाहौर वो कश्मीर,
वो बिलकुल शेर की सी तस्वीर,
वो पूरा पूरा हिंदुस्तान , 
मैं उसको ढूंढ रहा हूँ !🇮🇳",NAG
facebook_corpus_msr_350623,"Agar dikha denge to bhi aap logo ko vishwas nahi hoga, aur saboot mangenge",CAG
facebook_corpus_msr_1724141,Allah sabko ek mauka dega,CAG
facebook_corpus_msr_349492,abe saalon...isko chhodo...kaahmir mein hamare jawan mar rahe hein he unke baare mein socho,OAG
facebook_corpus_msr_640494,"Trump ka dimag kam karne laga hai ab, modi sapne se kab jagte hai,",OAG
facebook_corpus_msr_1946976,"tum kya masjid me ramcharit manas parwate ho,,  kuch chutiya logo ki wajah se log aapas me ghagarte hai",OAG
facebook_corpus_msr_398950,आवश्यकता है लडके एवं लडकियो की pantjali heath care में (राज्य एवं जिले अनुसार) हेल्पर- 8500+OT+ रहना+ खाना सुपरवाइजर- 12600+OT+रहना+ खाना (अनपढ से ग्रेजुएट तक)[उ०प्र० एवं बिहार मे and other states] सम्पर्क नं०- 7991766327 ( whatsapp),NAG
facebook_corpus_msr_367730,Q atangwadi I UR Mar kar Chale gai.. Police wala ma chod wa raha tha,OAG
facebook_corpus_msr_385676,Sahi bolane Vale ka yahi Hal hota hi ki parate se nikal do usa din to Kumar visavas bol raha Tha bhad me Jaye parate varate tab nahi nikala jata,CAG
facebook_corpus_msr_367439,Modi nawaz dono Bhai mile huye Hain do din pahle modi ne jindal ko nawaz Bhai se Milne bheja tha .Parinam samne hai,CAG
facebook_corpus_msr_1034499,g bilkul achcha kaam kar raha tha aap ko samjhane ki koshish ke aap log modi ki itni bhakti karne lage hai ke galat bhi sahi lagta hai are bhai sahi ko sahi galat ko galat nhi kahoge to phir sarkar thik nhi chalegi sudhar nhi hoga par aap logo ko kaun samjhye bas jo muslaman ke khelaf bole wo jo bhi kare achcha hai,OAG
facebook_corpus_msr_1887379,"Kya majburi, jb modi tbhi majburi aayi kya modi ni inki salary kam kr de",OAG
facebook_corpus_msr_324648,"Samajh nahi aata k kon c success ki party mana raha hai humara pm modi?bc ek surgical strike kr di th election jeet gya bt uske baad kitne army officers mar gye ye kabhi socha hai??sala kabhi naxalites kabhi pakistani th kabi terrorists sab k sab attacks kar rahe hain kyu??wo kyu nahi darr rahe modi se ??bc 2rs k paki mulle hume fb pe bakwas kr jate hain bc ye sab sunne k liye bjp ko vote dala tha kya?bhai war krne k kon se parameters hain jo abhi tak pakistan ne cross nhi kiye ??ab th wo loc k b 250 meter andar ghus aye hain bc jb modi k ghar me ghusne lagenge sirf tabhi maroge??sainiko ki life ki koi value nahi hai sala aab parties bas election jeetna janti hain ya koi jung b jeetna janta hai??sale ye chutiya bhakt or chutiya pm k chakkar me ye jo politics ho rahi hai or ye sale army ko orders nhi de rahe jwaab dene k liye use pakistan apni jeet smjh raha hai..ek fuddu pm k orders ki wajah se humare jaanbaz army officers bechare ban k reh gye hain shikaar ban k reh gye hain jinka roj shikar ho raha hai,are yar ab th politics chor k desh k liye soch lo ab th tum jeet b gye ho..bhai unke b maa baap bhai bhain bache hain jo roj mar rahe hain..pal pal marne se acha hai ek baar hi faisla kar lo ya idhar ya udhar bas ...",CAG
